book_title,chapter,avg_anger_sentiment,avg_anticipation_sentiment,avg_disgust_sentiment,avg_fear_sentiment,avg_joy_sentiment,avg_sadness_sentiment,avg_surprise_sentiment,avg_trust_sentiment
Harry Potter and the Order of the Phoenix,99,0.001474056603773585,8.84433962264151e-4,8.291568396226415e-4,9.397110849056604e-4,5.711969339622641e-4,0.0014279923349056604,4.790683962264151e-4,0.0010410524764150942
Harry Potter and the Order of the Phoenix,100,0.0016166155195089871,0.0013289127575624726,4.932047347654538e-4,8.357080227970188e-4,7.261069706269179e-4,0.0016166155195089871,7.809074967119685e-4,9.864094695309074e-4
Harry Potter and the Order of the Phoenix,101,0.0014644970414201184,0.0010798816568047336,6.656804733727811e-4,0.0010650887573964497,6.80473372781065e-4,0.001242603550295858,7.248520710059172e-4,0.001257396449704142
Harry Potter and the Order of the Phoenix,102,0.00159977634194831,0.0010639289264413518,6.833996023856858e-4,8.775472166998011e-4,7.765904572564613e-4,0.001724030815109344,6.057405566600397e-4,0.0010173334990059642
Harry Potter and the Order of the Phoenix,103,0.0015036947929197456,8.377728131981441e-4,6.874033339061694e-4,8.055507819212923e-4,6.122185942601822e-4,0.0018581371369651143,4.18886406599072e-4,9.988829695824024e-4
Harry Potter and the Order of the Phoenix,104,0.001160311088810838,0.0010348720521826391,5.74928917879244e-4,7.839939789262418e-4,8.153537380832915e-4,0.001348469643753136,5.540224117745443e-4,0.0015261749456430842
Harry Potter and the Order of the Phoenix,105,0.001304412641621944,0.0010882528324388787,4.994036970781157e-4,7.453786523553965e-4,6.037567084078712e-4,0.0013640429338103756,6.48479427549195e-4,0.0014311270125223613
Harry Potter and the Order of the Phoenix,106,0.001305720031281421,8.378952072394146e-4,5.306669645849626e-4,7.6807060663613e-4,6.074740252485756e-4,0.0014663166126689755,4.4687744386102116e-4,8.728075075410569e-4
Harry Potter and the Order of the Phoenix,107,0.0013548466559921172,0.0010007390072669046,5.465574578150018e-4,9.776450301761301e-4,6.543293509052839e-4,0.0015934844192634562,4.2338957999753663e-4,0.0010854169232664122
Harry Potter and the Order of the Phoenix,108,0.0010843417407785392,0.0011936871264032658,4.2826942703017934e-4,7.745298148418136e-4,7.198571220294503e-4,0.0012574719346843564,5.649511590610876e-4,0.0018953200174952618
Harry Potter and the Order of the Phoenix,109,0.001285617939639184,7.692631933906592e-4,5.901197099983139e-4,7.271117855336367e-4,5.479683021412915e-4,0.0013699207553532287,4.215140785702242e-4,8.535660091047042e-4
Harry Potter and the Order of the Phoenix,110,0.0014383043149129447,0.0010408781226343678,4.542013626040878e-4,8.421650264950795e-4,5.677517032551098e-4,0.001457229371688115,3.785011355034065e-4,0.0013531415594246784
Harry Potter and the Order of the Phoenix,111,0.0016960528225221302,9.88608329705413e-4,5.532578725874329e-4,7.255840951966333e-4,7.165142940066754e-4,0.0015962850094325932,5.44188071397475e-4,0.001296981570163982
Harry Potter and the Order of the Phoenix,112,0.001267143709004174,7.081097197376268e-4,5.217650566487776e-4,8.199165175909362e-4,6.149373881932022e-4,0.0013975849731663686,5.3108228980322e-4,0.0010342128801431125
Harry Potter and the Order of the Phoenix,113,9.266886326194399e-4,8.031301482701813e-4,3.6037891268533774e-4,0.0010502471169686984,7.104612850082372e-4,0.0012458813838550247,6.280889621087315e-4,0.0010502471169686986
Harry Potter and the Order of the Phoenix,114,0.0014125255275697752,0.001123213070115725,7.062627637848877e-4,0.0011061946902654867,8.253914227365555e-4,0.0016933287950987065,5.871341048332199e-4,0.0010211027910142954
Harry Potter and the Order of the Phoenix,115,0.0012871318022965553,9.048926610084872e-4,6.864702945581627e-4,0.0011155142286570145,4.914503245132301e-4,0.0014821517723414878,5.304543185222167e-4,9.750998502246629e-4
Harry Potter and the Order of the Phoenix,116,0.0013136620856911882,9.768256534626785e-4,6.652519536513069e-4,8.084074373484237e-4,9.094583670169766e-4,0.0015073430342225815,6.736728644570197e-4,0.0010105092966855294
Harry Potter and the Order of the Phoenix,117,0.0017071437399579779,8.188110245952293e-4,6.565937461376838e-4,9.03781979977753e-4,5.561735261401557e-4,0.00171486837226548,4.5575330614262756e-4,0.0011586948461253246
Harry Potter and the Order of the Phoenix,118,0.0015347359328726556,9.87166831194472e-4,7.557996051332675e-4,0.0012339585389930898,5.475691016781836e-4,0.0018278010858835143,6.246915103652517e-4,9.254689042448173e-4
Harry Potter and the Order of the Phoenix,119,0.0015453697224166083,9.038954980172616e-4,7.216585024492653e-4,8.310006997900631e-4,5.612899463494285e-4,0.0017567646372754842,4.8110566829951014e-4,0.0012392115698623746
Harry Potter and the Order of the Phoenix,120,0.0016403543831601385,8.992805755395684e-4,5.662136957100986e-4,0.0010824673594457767,7.743804956035172e-4,0.001498800959232614,6.161737276845191e-4,0.0012656541433519852
Harry Potter and the Order of the Phoenix,121,0.0013322737471952132,8.414360508601346e-4,6.466591872351035e-4,9.115557217651459e-4,7.167788581401147e-4,0.001262154076290202,7.089877835951135e-4,0.0010673772126651706
Harry Potter and the Order of the Phoenix,122,0.001328187650360866,0.0010692328254477412,4.594359796845763e-4,7.768644747393745e-4,7.267441860465116e-4,0.0013699545576049185,6.348569901095964e-4,0.0014869018978882651
Harry Potter and the Order of the Phoenix,123,0.0014792899408284025,7.245501750996257e-4,7.094553797850502e-4,9.056877188745321e-4,5.585074266392948e-4,0.001645332689288733,5.962444149257336e-4,9.811616954474097e-4
Harry Potter and the Order of the Phoenix,124,0.001222284504235177,8.56377678126557e-4,4.3597409068261083e-4,9.030891878425511e-4,5.916791230692576e-4,0.0014091305430991529,5.293971101145989e-4,0.001152217239661186
Harry Potter and the Order of the Phoenix,125,0.0015635087153001936,7.867979341510652e-4,6.254034861200774e-4,0.0011398482892188509,5.144448030987734e-4,0.0013617656552614588,5.64880568108457e-4,0.0010389767591994837
Harry Potter and the Order of the Phoenix,126,0.0016729469854469855,6.659303534303535e-4,7.471413721413722e-4,0.0011207120582120583,5.359927234927235e-4,0.001575493762993763,6.172037422037422e-4,6.659303534303535e-4
Harry Potter and the Order of the Phoenix,127,0.0015284677111196026,8.836453954910202e-4,3.1047000382116927e-4,8.478219335116545e-4,5.73175391669851e-4,0.0017672907909820404,4.2988154375238824e-4,7.045280855941918e-4
Harry Potter and the Order of the Phoenix,128,0.0024072409808704584,0.0014202721787135704,0.0010431377583771987,0.001444344588522275,4.814481961740917e-4,0.0025757478495313903,0.0010431377583771987,6.339067916292208e-4
Harry Potter and the Order of the Phoenix,129,0.0018810520806071707,8.832766291546715e-4,8.669196545406961e-4,0.0017829102329233184,4.08924365349385e-4,0.002208191572886679,5.888510861031144e-4,7.033499084009422e-4
Harry Potter and the Order of the Phoenix,130,0.0013744749196936002,0.0011582653817642698,5.714109216703731e-4,0.0011273783049172226,6.717939214232765e-4,0.0018223375339757846,4.710279219174697e-4,9.806646898937485e-4
Harry Potter and the Order of the Phoenix,131,0.0015302092931420296,9.790048703435567e-4,6.005660128998289e-4,7.239699881532183e-4,7.651046465710148e-4,0.001678294063446097,6.499276030011847e-4,0.0011599973673818611
Harry Potter and the Half-Blood Prince,132,7.506398897420753e-4,0.0010828903327426659,6.768064579641662e-4,0.0011690293364835598,5.537507383343178e-4,9.106123252608781e-4,5.906674542232723e-4,9.844457570387872e-4
Harry Potter and the Half-Blood Prince,133,8.752790744875179e-4,8.24538258575198e-4,8.625938705094378e-4,0.0010528719301806373,4.820377511670388e-4,0.0015349096813476763,5.708341790135985e-4,0.0010148163182463975
Harry Potter and the Half-Blood Prince,134,0.0011812714776632304,0.001208118556701031,6.577534364261169e-4,0.0010873067010309279,6.711769759450172e-4,0.0014497422680412372,7.651417525773196e-4,9.39647766323024e-4
Harry Potter and the Half-Blood Prince,135,0.0015611990008326394,0.0010407993338884263,6.452955870108243e-4,8.742714404662781e-4,8.534554537885096e-4,0.0016965029142381348,5.51623646960866e-4,0.0011761032472939216
Harry Potter and the Half-Blood Prince,136,0.001319758672699849,0.0010474275180157532,3.2470253058488355e-4,6.494050611697671e-4,6.179822356292945e-4,0.0014245014245014246,5.027652086475616e-4,7.646220881515e-4
Harry Potter and the Half-Blood Prince,137,0.0013589264481059962,0.001104127739086122,5.839137081705452e-4,7.219296755563106e-4,8.068625785629353e-4,0.00156064209274673,5.839137081705452e-4,9.342619330728725e-4
Harry Potter and the Half-Blood Prince,138,0.001505794449527295,9.53034461726136e-4,4.8604757548032933e-4,6.004117108874657e-4,7.624275693809088e-4,0.0017631137541933516,5.81351021652943e-4,8.767917047880451e-4
Harry Potter and the Half-Blood Prince,139,0.0016833062456466218,0.001059322033898305,6.965405154399814e-4,7.981193406083121e-4,8.12630601346645e-4,0.001668794984908289,5.369166473183191e-4,0.0012479684234966335
Harry Potter and the Half-Blood Prince,140,0.001313908509922637,0.001093171880255634,4.940295997309115e-4,6.306760847628658e-4,8.829465186680121e-4,0.0012613521695257314,5.570972082071981e-4,0.0011877732929700638
Harry Potter and the Half-Blood Prince,141,0.0015106684447407902,9.89748291381897e-4,8.230538423070512e-4,9.064010668444741e-4,9.168194699116519e-4,0.0017086181030171697,5.625937656276046e-4,0.001135605934322387
Harry Potter and the Half-Blood Prince,142,0.001601936998630405,0.0010516532968108004,6.970260223048327e-4,0.0010761103502250047,6.35883388769321e-4,0.0017364507924085306,7.214830757190374e-4,0.0011617100371747212
Harry Potter and the Half-Blood Prince,143,0.0015671433878157504,5.804234769687964e-4,4.527303120356612e-4,7.893759286775632e-4,4.0629643387815747e-4,0.0016716196136701336,6.152488855869242e-4,0.0010331537890044577
Harry Potter and the Half-Blood Prince,144,0.0010643655008240249,0.001075810291155466,6.29463468229262e-4,7.439113715436733e-4,6.637978392235854e-4,0.0011215894524812305,0.001075810291155466,0.0013161508881157297
Harry Potter and the Half-Blood Prince,145,0.0017697753154816867,7.309941520467836e-4,6.059556786703601e-4,7.117574638350262e-4,7.502308402585411e-4,0.001827485380116959,6.925207756232687e-4,0.0011157279162819329
Harry Potter and the Half-Blood Prince,146,0.001456227514133973,0.001102878190851465,6.210382045571355e-4,7.174062018160014e-4,8.566044200788075e-4,0.0015418879561418537,5.567928730512249e-4,0.0011885386328593457
Harry Potter and the Half-Blood Prince,147,0.0015670791273200912,0.001058287202865516,4.7826440898730057e-4,7.123086942364051e-4,9.260013025073267e-4,0.0013737381960273526,6.716053402800391e-4,0.0010481113643764247
Harry Potter and the Half-Blood Prince,148,0.0013254327147980665,8.283954467487914e-4,5.262747544051146e-4,7.601746452518322e-4,7.601746452518322e-4,0.0015203492905036644,9.550912209574302e-4,0.0012279744269452673
Harry Potter and the Half-Blood Prince,149,0.0015849373663305835,7.924686831652919e-4,4.010082493125573e-4,7.35181790406355e-4,6.397036358081271e-4,0.00170905896730828,6.683470821875955e-4,0.0010884509624197983
Harry Potter and the Half-Blood Prince,150,0.0018264290301862555,7.827552986512524e-4,5.920841361592807e-4,0.001013567758509955,4.616249197174053e-4,0.0019067116249197177,5.720134874759152e-4,9.232498394348105e-4
Harry Potter and the Half-Blood Prince,151,0.0012325003763359928,9.972903808520247e-4,5.550955893421646e-4,7.056299864519043e-4,6.491795875357519e-4,0.001298359175071504,6.115459882583171e-4,0.0012419087761553515
Harry Potter and the Half-Blood Prince,152,0.0013782774787289458,7.271227643688141e-4,4.992186143427679e-4,8.139433929501649e-4,4.3410314290675465e-4,0.0014325403715922903,4.7751345719743014e-4,6.620072929328009e-4
Harry Potter and the Half-Blood Prince,153,0.0017017060141306221,0.0010447182491814578,7.970015509219368e-4,0.0011847320351542304,7.97001550921937e-4,0.002175598828192314,6.139066000344649e-4,9.477856281233845e-4
Harry Potter and the Half-Blood Prince,154,0.0015498536249354228,0.001183915963492337,7.21112450490787e-4,0.001097812984329258,7.103495780954022e-4,0.0016790080936800414,7.21112450490787e-4,0.0012269674530738764
Harry Potter and the Half-Blood Prince,155,0.001419259882253995,7.25399495374264e-4,5.361648444070648e-4,8.830950378469302e-4,5.256518082422204e-4,0.001629520605550883,4.6257359125315394e-4,8.51555929352397e-4
Harry Potter and the Half-Blood Prince,156,0.0017333792289535798,9.097167584579071e-4,3.1963021243115654e-4,8.851298190401259e-4,5.040322580645161e-4,0.0017948465774980332,5.654996066089693e-4,0.0011432926829268292
Harry Potter and the Half-Blood Prince,157,0.0015990208464939989,6.6132343651295e-4,4.1456096020214784e-4,0.00108575489576753,5.231364497789008e-4,0.0019148768161718255,4.639134554643083e-4,9.77179406190777e-4
Harry Potter and the Half-Blood Prince,158,0.0014805180429488599,8.440336506530883e-4,7.748505645339827e-4,0.0013698251051582908,5.396280717290238e-4,0.0016742306840823555,0.00070566747841487715,0.0010930927606818686
Harry Potter and the Half-Blood Prince,159,0.0028621981681931728,7.805995004163197e-4,0.0012489592006661116,0.0020642520122120455,1.3877324451845683e-4,0.002966278101582015,7.805995004163197e-4,8.152928115459339e-4
Harry Potter and the Half-Blood Prince,160,0.0014605978260869563,7.699275362318841e-4,6.906702898550725e-4,0.0011662137681159419,4.4157608695652174e-4,0.0018342391304347829,4.4157608695652174e-4,0.001188858695652174
Harry Potter and the Half-Blood Prince,161,0.0015896614821591948,8.806038426349496e-4,6.290027447392498e-4,9.492223238792315e-4,8.920402561756632e-4,0.002024245196706313,4.8032936870997254e-4,0.001155077767612077
Harry Potter and the Deathly Hallows,162,5.82610093217615e-4,0.0010045001607200256,8.839601414336227e-4,9.040501446480232e-4,9.442301510768242e-4,9.643201542912246e-4,7.43330118932819e-4,0.0012455801992928318
Harry Potter and the Deathly Hallows,163,0.0011513567338810057,0.001322504356484939,6.845904904157332e-4,9.802091112770723e-4,9.179736121483693e-4,0.0014314164799601693,6.845904904157331e-4,0.0014002987303958177
Harry Potter and the Deathly Hallows,164,0.0018549364021804968,9.463961235614778e-4,3.028467595396729e-4,9.274682010902483e-4,6.624772864930344e-4,0.0020442156268927923,5.867655966081163e-4,0.0011735311932162327
Harry Potter and the Deathly Hallows,165,0.0023624625748502994,0.0011344498502994012,6.54940119760479e-4,0.001567178143712575,6.432447604790419e-4,0.002678237275449102,0.0010759730538922156,8.888473053892215e-4
Harry Potter and the Deathly Hallows,166,0.0017787150647580094,8.201261077027948e-4,7.136162235855488e-4,0.001139655760054533,5.751533742331289e-4,0.002140848670756646,5.432004089979551e-4,9.26635991820041e-4
Harry Potter and the Deathly Hallows,167,0.0014129115460476407,8.818843878015476e-4,5.499924138977393e-4,0.0010430890608405402,6.732665756334395e-4,0.0015361857077833409,5.689576695493855e-4,6.732665756334395e-4
Harry Potter and the Deathly Hallows,168,0.0012351778656126482,0.0010641532380662815,3.3254788689571294e-4,6.460930373973852e-4,7.886135603526908e-4,0.0014062024931590148,5.700820918212223e-4,9.691395560960778e-4
Harry Potter and the Deathly Hallows,169,0.0011788650652909882,0.001199016604868612,4.332581009189102e-4,6.851523456392069e-4,0.0010075769788811864,0.0014307593100112849,6.549250362727712e-4,0.0011687892955021765
Harry Potter and the Deathly Hallows,170,0.0020479368932038835,6.826456310679612e-4,9.557038834951457e-4,0.0014108009708737863,3.6407766990291263e-4,0.0021996359223300974,7.281553398058253e-4,5.309466019417476e-4
Harry Potter and the Deathly Hallows,171,0.001495710415412402,0.001053582179409994,8.654425045153521e-4,9.501053582179411e-4,6.961167971101746e-4,0.0016368151715833834,5.550120409391932e-4,9.689193257074052e-4
Harry Potter and the Deathly Hallows,172,0.0019229039222741994,0.0012482007916516733,8.208888089240734e-4,0.0013718963655991363,9.220942785174523e-4,0.0019453940266282834,8.321338611011155e-4,0.0010345448002878734
Harry Potter and the Deathly Hallows,173,0.0014558727034120736,0.0013841043307086613,6.869258530183726e-4,0.0010765255905511811,7.176837270341207e-4,0.0016301673228346456,7.894520997375329e-4,0.001138041338582677
Harry Potter and the Deathly Hallows,174,0.001585261353898886,7.28363324764353e-4,5.355612682090831e-4,0.0011461011139674378,4.605826906598114e-4,0.001617395029991431,6.426735218508997e-4,7.819194515852613e-4
Harry Potter and the Deathly Hallows,175,0.001758274231678487,9.604018912529551e-4,6.796690307328605e-4,0.00116725768321513,6.944444444444445e-4,0.001743498817966903,4.2848699763593383e-4,5.91016548463357e-4
Harry Potter and the Deathly Hallows,176,0.001409506137596346,8.474878675421068e-4,4.906508706822723e-4,9.545389666000572e-4,5.977019697402227e-4,0.001775264059377676,5.977019697402227e-4,9.01013417071082e-4
Harry Potter and the Deathly Hallows,177,0.001332597003457549,0.0010684786784479446,4.562043795620438e-4,7.44333461390703e-4,7.923549750288129e-4,0.0018008067614291201,5.642527852477911e-4,0.0010684786784479446
Harry Potter and the Deathly Hallows,178,0.0018341638981173866,7.498154300479881e-4,9.805278700627537e-4,0.0017188076781100038,5.075673680324844e-4,0.0020764119601328905,5.075673680324843e-4,4.844961240310077e-4
Harry Potter and the Deathly Hallows,179,0.001691621076878779,0.0016916210768787793,8.098186006334581e-4,0.0014756694500431904,0.0010617621652749785,0.0018895767348114023,9.357903829542183e-4,0.001367693636625396
Harry Potter and the Deathly Hallows,180,0.001486546751895347,6.317823695555226e-4,5.017095287646796e-4,0.0010684554779247808,3.9950943957187455e-4,0.00161661959268619,4.366731083692582e-4,6.410732867548685e-4
Harry Potter and the Deathly Hallows,181,0.0014284113824781538,8.822540891776832e-4,6.441855254313242e-4,8.26237956531481e-4,7.42213757562178e-4,0.001414407349316603,5.881693927851222e-4,9.382702218238854e-4
Harry Potter and the Deathly Hallows,182,0.0019478495740702264,0.0010648244338250573,0.0010388531061707874,0.001168709744442136,5.84354872221068e-4,0.0017660502804903388,9.08996467899439e-4,0.0012206523997506753
Harry Potter and the Deathly Hallows,183,0.0016842602128389977,0.0011156882938551322,7.938551321661517e-4,0.0011907826982492276,6.114830072090629e-4,0.0017378990731204945,6.758496395468589e-4,0.0012444215585307244
Harry Potter and the Deathly Hallows,184,0.0018339953869810355,6.166709379805227e-4,9.610456176319836e-4,0.0015697078421322399,4.5649666837519224e-4,0.0021383264992311636,5.846360840594567e-4,6.967580727831881e-4
Harry Potter and the Deathly Hallows,185,0.0018508184523809525,9.765625e-4,9.114583333333333e-4,0.0014601934523809524,5.115327380952381e-4,0.002120535714285714,5.301339285714286e-4,6.882440476190477e-4
Harry Potter and the Deathly Hallows,186,0.0013502643070558492,8.331418064812687e-4,7.900482647667203e-4,0.0010486095150540106,7.18225695242473e-4,0.0014220868765800966,4.4529993105033326e-4,7.756837508618708e-4
Harry Potter and the Deathly Hallows,187,0.0016810407835111825,9.775617599766116e-4,8.587925741850608e-4,0.0015714076889343663,5.938459289577548e-4,0.001671904692296448,6.395263850314283e-4,8.131121181113873e-4
Harry Potter and the Deathly Hallows,188,0.0013566260472201066,8.33015993907083e-4,9.758187357197257e-4,0.001547029702970297,6.188118811881188e-4,0.00168983244478294,4.7600913937547606e-4,9.758187357197257e-4
Harry Potter and the Deathly Hallows,189,0.0014528448085012176,9.270533539960152e-4,8.717068851007306e-4,0.0011207659951295108,4.704449856099181e-4,0.0015220278946203231,6.503210095195927e-4,9.547265884436572e-4
Harry Potter and the Deathly Hallows,190,0.0015493581230633024,8.853474988933156e-4,4.84174413457282e-4,9.9601593625498e-4,6.363435148295706e-4,0.0015631916777335104,5.395086321381143e-4,8.438468348826914e-4
Harry Potter and the Deathly Hallows,191,0.0017528147389969293,6.141248720573182e-4,7.292732855680655e-4,0.0013561924257932446,3.8382804503582393e-4,0.001714431934493347,6.525076765609007e-4,0.0014073694984646878
Harry Potter and the Deathly Hallows,192,0.0019827586206896553,8.855799373040752e-4,6.89655172413793e-4,0.0015595611285266458,5.250783699059561e-4,0.002053291536050157,6.504702194357366e-4,8.542319749216301e-4
Harry Potter and the Deathly Hallows,193,0.002037674334359717,8.490309726498823e-4,0.0011207208838978446,0.0018452273138924108,4.528165187466039e-4,0.002218800941858359,5.660206484332549e-4,9.735555153051983e-4
Harry Potter and the Deathly Hallows,194,0.0012026549750334915,9.590792838874681e-4,9.438558031908415e-4,9.438558031908417e-4,5.861040068201194e-4,0.0014157837047862622,5.556570454268664e-4,0.0010351966873706003
Harry Potter and the Deathly Hallows,195,0.0013383642930856552,0.0011609907120743034,6.933694530443757e-4,0.0012416150670794635,6.449948400412797e-4,0.0016286119711042312,4.998710010319917e-4,9.836171310629515e-4
Harry Potter and the Deathly Hallows,196,0.0017256902761104442,0.0011879751900760304,9.128651460584233e-4,0.0013130252100840335,9.128651460584233e-4,0.0018257302921168468,6.127450980392157e-4,0.0012755102040816328
Harry Potter and the Deathly Hallows,197,0.002104288907516066,0.001100167644593462,8.6441743503772e-4,0.0014930846605196984,8.032970103380833e-4,0.0020868259290304555,9.604638167085778e-4,0.0011874825370215142
Harry Potter and the Deathly Hallows,198,0.0010359116022099447,5.371393492940455e-4,1.9183548189073053e-4,4.987722529158994e-4,6.522406384284838e-4,0.0013044812768569676,3.83670963781461e-4,8.05709023941068e-4
